Name,Notes
eternity-for-men-summer-2011,"['citruses', ' mint', ' coriander', 'star anise', ' galbanum', ' lily-of-the-valley']"
eternity-rose-blush,"['apricot', ' pear', 'rose', ' water lily', ' freesia']"
euphoria-gold-men,"['ginger', ' lemon', 'honey', ' cinnamon', ' basil']"
ch-hot-hot-hot,"['neroli', ' aloe vera', ' grapefruit', 'ylang-ylang', ' raspberry', ' coconut']"
stallion-leather,"['leather', ' ginger', 'jasmine', ' osmanthus']"
chanel-no-46,"['bergamot', ' neroli', ' orange', 'ylang-ylang', ' rose', ' jasmine', ' lily-of-the-valley']"
paris-deauville,"['basil', ' lime', ' sicilian orange', ' bergamot', ' petitgrain', ' lemon', 'green notes', ' hedione', ' jasmine', ' rose']"
comme-des-garcons-series-7-sweet-wood-coffee,"['licorice', ' cardamom', ' ginger', 'coffee', ' almond']"
baie-de-genievre,"['cinnamon', ' bergamot', 'juniper berries', ' clove']"
mr-bubble,"['banana', ' coconut', ' peach', 'rose', ' jasmine']"
les-creations-de-monsieur-dior-diorissimo-eau-de-parfum,"['lily-of-the-valley', 'jasmine']"
ambre-nuit-new-look-limited-edition,"['bergamot', ' grapefruit', 'turkish rose', ' pink pepper']"
escada-pour-homme-light-silver-edition,"['green apple', ' mint', ' grapefruit', 'lavender', ' jasmine', ' violet']"
escentric-01-limited-edition,"['iso e super', ' pink pepper', 'iris']"
bronze-goddess-eau-fraiche-2019,"['bergamot', 'tiare flower', ' coconut']"
bronze-goddess-eau-fraiche-skinscent-2014,"['bergamot', ' orange', ' mandarin orange', ' lemon', 'tahitian tiare flower', ' orange blossom', ' jasmine', ' magnolia', ' lavender']"
armani-code-turquoise-for-men,"['neroli', ' grapefruit', 'olive tree', ' cedar']"
armani-prive-laque,"['aldehydes', 'white flowers', ' rose']"
emporio-armani-lui,"['sage', ' yuzu', ' apple', ' bergamot', ' lemon', ' pineapple', ' mandarin orange', ' cardamom', 'nutmeg', ' orris root', ' cyclamen', ' jasmine', ' rose']"
emporio-armani-diamonds-for-men-summer-edition,"['amalfi lemon', ' mint', 'sea water', ' floral notes']"
liquidnight,"['saffron', ' lime', ' bergamot', 'hinoki wood', ' lavender', ' sage']"
acqua-di-parma-blu-mediterraneo-arancia-di-capri,"['orange', ' sicilian mandarin', ' bergamot', ' lemon', 'petitgrain', ' cardamom']"
interlude-man,"['oregano', ' pepper', ' bergamot', 'incense', ' opoponax', ' amber', ' labdanum']"
lyric-man,"['lime', ' bergamot', 'rose', ' angelica', ' ginger', ' orange blossom', ' saffron', ' nutmeg', ' galbanum']"
bracken-man,"['cloves', ' cypress', ' lavender', ' nutmeg', ' lemon', ' bergamot', 'geranium', ' cedar', ' cinnamon', ' sandalwood']"
pi,"['mandarin orange', ' tarragon', ' rosemary', ' basil', 'anise', ' neroli', ' geranium', ' lily-of-the-valley']"
eaudemoiselle-de-givenchy-ambre-velours,"['plum', ' pink pepper', 'rose', ' patchouli', ' cedar']"
jicky-eau-de-parfum,"['lavender', ' bergamot', ' rosemary', 'fern', ' woody notes', ' pelargonium', ' rose']"
mademoiselle-guerlain,"['galbanum', ' bergamot', ' orange', ' lemon', 'iris', ' marshamallow', ' orange blossom', ' violet leaf']"
caleche-eau-delicate,"['aldehydes', ' ylang-ylang', 'jasmine', ' rose']"
terre-d-hermes-flacon-h-2016-eau-de-toilette,"['orange', ' grapefruit', 'pepper', ' geranium']"
terre-d-hermes-perspective,"['grapefruit', ' orange', 'pepper', ' pelargonium']"
voyage-d-hermes,"['cardamom', ' amalfi lemon', ' spices', ' juniper berries', 'tea', ' green notes', ' floral notes']"
boss-bottled-collector-s-edition,"['apple', ' moss', ' plum', ' bergamot', ' geranium', 'cinnamon', ' carnation', ' mahogany']"
l-eau-d-issey-pour-homme,"['yuzu', ' lemon', ' bergamot', ' lemon verbena', ' mandarin orange', ' cypress', ' calone', ' coriander', ' tarragon', ' sage', 'blue lotus', ' nutmeg', ' lily-of-the-valley', ' bourbon geranium', ' saffron', ' ceylon cinnamon', ' mignonette']"
l-eau-d-issey-pour-homme-fraiche,"['grapefruit', ' rosemary', ' bergamot', ' mint', ' cardamom', ' sea buckthorn', 'pink pepper', ' mate', ' lavender', ' may rose']"
classique-l-eau-d-ete-sans-alcohol,"['clementine', ' sicilian lemon', 'orange blossom', ' rose', ' jasmine']"
fragile-eau-de-toilette,"['mandarin orange', ' orange', ' raspberry', ' pink pepper', ' lemon', 'tuberose', ' orange blossom']"
la-belle,"['pear', ' bergamot', 'floral notes', ' leather']"
le-male-eau-fraiche-andre-edition,"['mint', ' aldehydes', ' neroli', 'amber', ' sage', ' geranium', ' clary sage', ' woody notes']"
le-male-summer-2014,"['lavender', ' mint', ' cardamom', 'grass', ' green leaves']"
orange-tulle,"['orange blossom', ' mandarin orange', 'neroli', ' mint']"
black-vetyver-cafe,"['coffee', ' citruses', 'nutmeg', ' coriander', ' pepper']"
rose-water-vanilla,"['neroli', ' petitgrain', 'loukhoum']"
rock-the-ages-birch-black-pepper,"['black pepper', ' cardamom', ' mandarin orange', 'birch', ' patchouli']"
kenzo,"['peach', ' spices', ' orange blossom', ' plum', ' mandarin orange', ' bergamot', 'tuberose', ' sandalwood', ' coriander', ' caraway', ' gardenia', ' ylang-ylang', ' carnation', ' jasmine', ' cedar', ' orris root', ' rose', ' lily-of-the-valley']"
l-ete-en-douce-extrait-de-songe,"['rose', 'lime (linden blossom)', ' orange blossom']"
la-vie-est-belle-l-eau-de-parfum-intense,"['pear', ' pink pepper', ' currant buds', ' orange', ' bergamot', 'iris', ' tuberose', ' ylang-ylang', ' orange blossom', ' jasmine sambac']"
maharjan-gold,"['pepper', ' lavender', 'incense', ' tuberose', ' jasmine']"
winners-trophy-gold,"['pink pepper', 'jasmine', ' rose']"
sancti,"['grapefruit', ' aldehydes', ' bergamot', ' pomelo', ' tangerine', 'balsam fir', ' rosemary', ' cardamom', ' pink pepper', ' coriander', ' nutmeg', ' lavender']"
loco,"['bergamot', ' magnolia', ' pepper', 'freesia', ' jasmine', ' rose']"
agua-de-loewe-cala-d-or,"['lemon', ' tangerine', ' ginger', ' neroli', ' bergamot', 'mint', ' bulgarian rose', ' amber', ' jasmine']"
solo-atlas,"['tunisian neroli', ' mandarin orange', ' pink pepper', 'orange blossom', ' petitgrain', ' salt', ' mastic or lentisque']"
artik-sea,"['sea notes', ' ozonic notes', ' wormwood', ' bergamot', ' green notes', ' pink grapefruit', ' orange blossom', ' yuzu', ' lime', ' pink pepper', ' citron', ' mandarin orange', 'sea notes', ' myrtle', ' white flowers', ' jasmine', ' davana', ' fig', ' wisteria', ' rose']"
summer-hammer,"['mango', ' pineapple', ' coconut', ' white rum', ' bergamot', 'coconut milk', ' white flowers', ' marine notes']"
no-31,"['lavender', ' bergamot', 'nutmeg', ' geranium']"
patchouli,"['violet leaf', 'patchouli']"
montaigne-coco,"['coconut', ' peach', 'tiare flower', ' ylang ylang', ' jasmine']"
amyris-homme,"['sicilian mandarin', ' rosemary', 'amyris', ' iris', ' milk chocolate', ' coconut', ' coffee']"
aoud-sandroses,"['pepper', ' saffron', 'rose', ' patchouli leaf', ' geranium', ' ylang-ylang', ' jasmine']"
lemon-line,"['lemon', ' lavender', ' orange', 'white flowers', ' geranium', ' amber']"
daisy-love-skies,"['salt', ' cloudberry', ' raspberry', 'whipped cream', ' ambrette (musk mallow)', ' daisy']"
moon-safari,"['grapefruit', ' bitter orange', ' amalfi lemon', ' mandarin orange', 'neroli', ' vetyver', ' lemon verbena', ' sage', ' primrose']"
shams-oud,"['pepper', ' saffron', ' ginger', 'cypriol oil or nagarmotha', ' vetiver']"
vetiver-patchouli,"['carrot', ' pink pepper', 'vetiver', ' jasmine']"
legend-special-edition-2013,"['mint', ' lime', ' ginger', ' lavender', ' bergamot', 'white cedar extract', ' jasmine', ' rose']"
pomar-de-citricos,"['lemon', ' sicilian lemon', ' bergamot', ' cardamom', 'rosemary', ' lily-of-the-valley', ' geranium', ' rose']"
amis-uva,"['grapes', ' cherry', ' plum', 'jasmine', ' lily-of-the-valley', ' lavender']"
sussurro,"['nutmeg', ' mandarin orange', ' herbal notes', ' pink pepper', ' cardamom', 'caramel', ' cinnamon', ' coffee', ' lily-of-the-valley', ' transparent flowers']"
kriska-delirio,"['lemon zest', ' guatemalan cardamom', ' co2 extracts', ' grapefruit', 'almond blossom', ' popcorn', ' orange blossom', ' freesia', ' lily-of-the-valley']"
luna-rose,"['pink pepper', ' green notes', ' bergamot', ' sicilian lemon', ' watery notes', ' mandarin orange', 'rose', ' peony', ' violet', ' lily-of-the-valley', ' jasmine']"
luna-valentia,"['blackberry', ' cassis', ' pink pepper', ' strawberry', ' pear', ' mandarin orange', 'rose', ' jasmine', ' lily-of-the-valley']"
frescor-de-castanha,"['lavender', ' orange', ' mandarin orange', ' lemon', ' green notes', ' bergamot', 'jasmine', ' lily-of-the-valley', ' ylang-ylang']"
colognise,"['bergamot', ' green tea', ' jasmine', ' lemon', 'grapefruit', ' lily-of-the-valley']"
anni-sweety,"['red fruits', ' nectarine', ' pomegranate', 'rose', ' magnolia', ' water lily']"
carpe-diem,"['lemon', ' tangerine', ' pear', 'honeysuckle', ' floral notes']"
free-hugs,"['lavender', ' lemon', ' peach', ' litchi', ' mandarin orange', 'aldehydes', ' violet', ' skin', ' camelia', ' jasmine', ' ylang-ylang', ' tuberose']"
sophie-teens,"['pear', ' litchi', ' citruses', ' pineapple', 'lily-of-the-valley', ' mimosa', ' magnolia']"
doce-tarde,"['bergamot', ' neroli', 'peony', ' paradisone']"
floratta-forever-love,"['mandarin orange', ' grapefruit', ' bergamot', ' black currant', 'jasmine', ' lily-of-the-valley', ' damask rose', ' orange blossom', ' freesia']"
glamour-diva,"['blackberry', ' bitter orange', ' neroli', ' bergamot', 'cherry', ' jasmine', ' orange blossom', ' gardenia', ' peony']"
glamour-fever,"['cinnamon', ' black pepper', ' bergamot', 'orchid pink leopard', ' jasmine sambac', ' orange blossom', ' peony', ' lily-of-the-valley']"
glamour-just-shine,"['pink pepper', ' pear', ' red berries', ' peach blossom', ' bergamot', 'solar notes', ' jasmine sambac', ' jasmine', ' magnolia', ' iris']"
divine-caviar,"['bergamot', ' mandarin orange', ' green leaves', 'ylang-ylang', ' freesia', ' jasmine', ' white lily', ' rose', ' orchid']"
uomini-sport,"['citruses', ' lavender', ' chamomile', ' tarragon', 'geranium', ' lily', ' spices']"
ta-if-elixir,"['dates', ' saffron', ' pink pepper', 'rose oil', ' jasmine', ' freesia', ' french orange flower']"
solaris,"['neroli', ' lemon', ' black currant', 'tiare flower', ' ylang-ylang', ' jasmine']"
the-ruthless-countess-dorothea,"['chinese cinnamon wood', ' ginger', ' bergamot', 'beeswax', ' mate', ' clary sage']"
a-kiss-of-bliss,"['clover', ' bergamot', ' rose', 'matcha tea', ' jasmine', ' heliotrope']"
glamourous,"['arum lily', ' clementine', ' rose', 'lily', ' frangipani', ' tuberose', ' ginger']"
polo-supreme-cashmere,"['cardamom', ' bergamot', 'incense', ' myrhh']"
rumz-al-rasasi-9453-pour-lui,"['cloves', ' violet leaf', 'iris', ' cedar']"
shuhrah-pour-femme,"['sage', ' lemon', 'lily-of-the-valley', ' jasmine', ' iris']"
elixir-pour-femme-parfum,"['bergamot', 'raspberry', ' rose de mai', ' peach', ' ylang-ylang', ' violet', ' geranium', ' heliotrope', ' jasmine', ' lily-of-the-valley']"
nuewa,"['bergamot', ' lemon', 'rose', ' ylang-ylang', ' osmanthus', ' jasmine', ' currant buds', ' immortelle']"
semi-bespoke-no-3,"['lemon', ' bergamot', ' geranium', 'lavender', ' cardamom', ' cumin', ' cinnamon', ' jasmine', ' rose']"
semi-bespoke-no-4,"['blackberry', ' orange', ' bergamot', ' lemon', 'violet', ' cinnamon', ' jasmine', ' rose', ' magnolia', ' carnation']"
fabulous-1-dali,"['aldehydes', ' fruity notes', ' mandarin orange', ' green notes', ' bergamot', ' basil', 'narcissus', ' lily-of-the-valley', ' jasmine', ' tuberose', ' lily', ' iris', ' african orange flower', ' rose']"
uomo-salvatore-ferragamo,"['cardamom', ' black pepper', ' bergamot', 'sweet notes', ' ambroxan', ' orange blossom']"
fils-de-joie,"['jasmine', ' night blooming jasmine', 'honey', ' ylang-ylang']"
cheirosa-59,"['vanilla orchid', 'sugar', ' violet']"
crystal-rose,"['water notes', ' lemon', 'rose', ' caramel']"
shadha,"['patchouli', 'hyacinth', ' galbanum']"
vert-des-bois,"['poplar (populus) buds', ' olive tree', ' anise', ' plum', 'mastic or lentisque', ' jasmine']"
white-suede,"['thyme', ' tea', 'lily-of-the-valley', ' saffron', ' rose']"
donna-trussardi,"['aldehydes', ' coriander', ' sage', ' hiacynth', ' bergamot', ' mandarin orange', ' basil', ' ginger', 'rose', ' carnation', ' ylang-ylang', ' tuberose', ' jasmine', ' orris root', ' lily-of-the-valley']"
trussardi-donna-goccia-a-goccia,"['water fruit', ' yuzu', ' citruses', ' lemon', 'jasmine tea', ' water lily', ' orange blossom']"
limitless-shopping-via-della-spiga,"['apple', ' honeycomb', ' bergamot', 'honey', ' jasmine', ' mahonial', ' rose']"
riflesso-streets-of-milano,"['green apple', ' bergamot', ' pink grapefruit', 'lavender', ' violet leaf', ' geranium']"
black-jeans,"['ginger', ' tarragon', ' lavender', ' lemon', ' lemon verbena', ' mandarin orange', 'geranium', ' rose', ' carnation', ' iris', ' caraway', ' jasmine']"
versace-man-eau-fraiche,"['lemon', ' bergamot', ' carambola (star fruit)', ' cardamom', ' brazilian rosewood', 'cedar', ' tarragon', ' sage', ' pepper']"
versace-pour-homme-dylan-blue,"['calabrian bergamot', ' water notes', ' grapefruit', ' fig leaf', 'ambroxan', ' black pepper', ' patchouli', ' violet leaf', ' papyrus']"
bombshell-new-york,"['carambola (star fruit)', 'jasmine']"
tease,"['pear', ' litchi', ' red apple', ' mandarin orange', 'gardenia', ' magnolia', ' jasmine', ' freesia', ' sweet pea']"
flowerbomb-la-vie-en-rose,"['tea', ' pink pepper', ' bergamot', ' tangerine', 'rose', ' freesia', ' lily-of-the-valley']"
alexandria-orientale,"['green apple', ' incense', ' basil', ' leather', 'virginian cedar', ' bulgarian rose', ' coriander', ' italian orris root']"
damarose,"['red berries', ' freesia', ' lime', ' bergamot', 'turkish rose', ' ylang-ylang', ' jasmine', ' lily-of-the-valley', ' iris']"
black-opium-sparkle-clash-limited-collector-s-edition-eau-de-parfum,"['pink pepper', ' neroli', ' pear', 'coffee', ' licorice', ' bitter almond', ' jasmine']"
libre-eau-de-parfum-collector-edition-2021,"['lavender', ' petitgrain', ' black currant', ' mandarin orange', 'lavender', ' jasmine', ' orange blossom']"
flor-de-azahar,"['petitgrain', 'orange blossom']"
golden-decade-summer,"['grapefruit', 'white flowers']"
gardenia-2021,"['raspberry', ' bergamot', 'jasmine']"
mystical-metal,"['raspberry', ' saffron', 'hibiscus']"
fleuriste-a-paris,"['green notes', ' bergamot', ' citruses', 'amyl salicylate', ' peony']"
vibrant-brown,"['pimento', 'iris']"
classics-8-0,"['melon', ' mint', 'watery notes', ' lily-of-the-valley', ' violet']"
7-0-zara,"['mint', ' violet leaf', 'lavender', ' geranium']"
c4shmer4n-2019,"['bergamot', 'cashmeran']"
angelic-vanilla,"['almond blossom', ' bergamot', 'rice', ' rose', ' myrrh']"
chaz,"['lavender', ' rosemary', ' laurels', ' bergamot', ' lemon', 'carnation', ' geranium', ' cinnamon', ' pine', ' coriander', ' clary sage', ' cyclamen']"
pink-ice,"['blood orange', ' cardamom', ' coriander', 'jasmine', ' carrot seeds', ' violet leaf']"
midnight-voyage,"['mint', 'pink pepper']"
tubereuse-3-animale,"['tuberose', ' kumquat', ' neroli', 'tuberose', ' plum', ' grass']"
1725,"['licorice', ' citruses', ' grapefruit', ' bergamot', 'lavender', ' star anise']"
carioca,"['bergamot', ' freesia', 'violet', ' lily-of-the-valley', ' jasmine']"
expedicao,"['lemon', ' black pepper', ' bergamot', 'iris', ' kyara incense', ' pine']"
zilite-zelud,"['bergamot', ' lily', ' lilac', 'neroli', ' jasmine', ' cloves', ' cinnamon']"
1881-riviera,"['mint', ' orange', ' bergamot', ' incense', 'jasmine', ' akigalawood']"
bottega-veneta-pour-homme-essence-aromatique,"['citruses', ' bergamot', 'siberian pine', ' indonesian patchouli leaf']"
illusione-for-her,"['bergamot', ' black currant', 'fig leaf', ' orange blossom']"
parco-palladiano-x-olivo,"['green notes', ' galbanum', ' mastic or lentisque', 'olive']"
neroli-woods,"['neroli', ' mandarin leaf', ' coconut nectar', 'orange blossom', ' solar notes', ' frangipani', ' peony']"
blue-seduction-wave-for-men,"['lemon', ' green apple', ' bergamot', 'rhubarb', ' black currant', ' clary sage']"
karikia,"['oak', ' aldehydes', ' saffron', ' blood orange', ' accia', 'tobacco leaf', ' mahogany', ' hinoki', ' frankincense', ' siam wood', ' virginia cedar', ' cypress', ' nutmeg', ' black pepper', ' tansy', ' boronia']"
amyi-i,"['grapefruit', ' sicilian lemon', ' mandarin orange', 'green notes', ' black pepper', ' fig']"
kingdom,"['neroli', ' bergamot', ' orange', ' mint', ' lemon', ' mandarin orange', 'celery seeds', ' rhubarb', ' ginger', ' carnation', ' rose', ' jasmine']"
kingdom-limited-edition,"['sicilian mandarin', ' orange', ' bergamot', ' tunisian neroli', 'pink pepper', ' ginger', ' jasmine', ' rose']"
my-queen-light-mist,"['red currant', ' pink grapefruit', 'violet', ' rose']"
ameerat-al-arab,"['citruses', ' bergamot', 'white musk', ' aloe vera']"
clinique-happy,"['mandarin orange', ' lime', ' sea notes', ' lemon', ' green notes', 'freesia', ' jasmine', ' lily-of-the-valley', ' rose']"
ferrari-silver-essence,"['cinnamon', ' nutmeg', ' pepper', ' thyme', ' sage', 'coconut', ' birch', ' patchouli', ' lavender']"
diversity,"['black currant', ' pear', 'coffee', ' freesia', ' rose', ' lily-of-the-valley']"
no-09-vanilla-sweet-orange-drops,"['orange', 'african orange flower']"
poeme-d-azar,"['black currant', ' orris', ' pomegranate', 'almond milk', ' vanilla', ' bulgarian rose']"
of-the-immortals,"['brandy', ' rum', ' honey', ' coffee', ' bergamot', ' sea salt', 'coconut', ' praline', ' tonka bean', ' cashmere wood', ' fig', ' jasmine']"
this-is-him-art-4-all,"['pink grapefruit', 'cardamom']"
n0-7-frescor-mediterraneo,"['grapefruit', ' lemon', ' lime', 'sea notes', ' floral notes', ' ginger', ' black pepper']"
no-3-seduccion-magnetica-magnetic-seduction,"['bergamot', ' grapefruit', ' mint', 'iris', ' cardamom', ' ginger']"
delice,"['indian mandarin', 'lily-of-the-valley', ' rose', ' dried fruits']"
wisteria,"['melon', ' exotic fruits', ' bergamot', ' sicilian lemon', 'wisteria', ' lilac', ' white lily', ' magnolia']"
bake,"['lemon zest', ' rum', 'whipped cream', ' praline']"
himalaya-mountains,"['grapefruit', ' sicilian lemon', ' calabrian bergamot', 'sandalwood']"
tropical-aura,"['citruses', ' bergamot', 'fruits']"
desire-gold,"['bergamot', ' black currant', ' apple', 'papyrus', ' grasse rose']"
nordic-fougere,"['basil', ' cardamom', ' black pepper', 'bamboo leaf', ' kumquat', ' geranium']"
valensole-lavender,"['lemon', ' saffron', ' nutmeg', 'lavender', ' sage', ' cardamom']"
poem-of-damas,"['agarwood (oud)', ' amber', 'floral notes', ' fruity notes']"
bois-de-gayac,"['pink pepper', ' nutmeg', ' orange', ' mandarin orange', 'saffron', ' sandalwood', ' french labdanum']"
kruger,"['pink pepper', ' bergamot', 'patchouli', ' turkish rose oil', ' turkish rose', ' saffron', ' papyrus']"
